EJERCICIO,INSTITUCION,NOMB_INST,AREA_GESTIO,NOMB_AREA_GEST,FUENTE_FINANC,NOMB_FUEN_FINA,CLASIF_PRESUP,NOMB_CLAS_PRES,MONTO,CLAECO,NOMB_CLAS_ECON,TIPO_AFEC_AJUS_PEP,AFECTACION,ACUERD_EJECUT,FECH_ACUE_EJEC,DECRET_LEGISL,FECH_DECR_LEGI
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,56304,A Personas Naturales,91383.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,56304,A Personas Naturales,19163.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,37.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,8591.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,1666.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,3757.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,20.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,2020.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,4690.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,140.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,18000.0,2143,Transferencias Corrientes al Sector Privado,1,Disminución,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,3,Desarrollo Social,1,Fondo General,56302,A Empresas Privadas Financieras,6875071.0,2143,Transferencias Corrientes al Sector Privado,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,56304,A Personas Naturales,86800.0,2143,Transferencias Corrientes al Sector Privado,2,Aumento,1771.0,26/11/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,600.0,2143,Transferencias Corrientes al Sector Privado,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,56305,Becas,600.0,2143,Transferencias Corrientes al Sector Privado,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55201,Intereses y Comisiones de Bonos del Estado,29500000.0,2132,Intereses y Comisiones de Titulos y Valores en el Mercado Ex,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55201,Intereses y Comisiones de Bonos del Estado,40950000.0,2132,Intereses y Comisiones de Titulos y Valores en el Mercado Ex,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55201,Intereses y Comisiones de Bonos del Estado,9124415.0,2132,Intereses y Comisiones de Titulos y Valores en el Mercado Ex,2,Aumento,1507.0,19/10/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55201,Intereses y Comisiones de Bonos del Estado,127918001.88,2132,Intereses y Comisiones de Titulos y Valores en el Mercado Ex,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55304,De Empresas Públicas Financieras,732152.37,2133,Intereses y Comisiones de Emprestitos Internos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55304,De Empresas Públicas Financieras,154939.43,2133,Intereses y Comisiones de Emprestitos Internos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55309,De Organismos sin Fines de Lucro,21858.4,2133,Intereses y Comisiones de Emprestitos Internos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55304,De Empresas Públicas Financieras,887091.8,2133,Intereses y Comisiones de Emprestitos Internos,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55309,De Organismos sin Fines de Lucro,21858.4,2133,Intereses y Comisiones de Emprestitos Internos,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,2748.0,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,187.0,16/02/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,17364.0,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1002.0,19/07/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,2607.0,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1033.0,25/07/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55402,De Empresas Privadas Financieras,1682074.86,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,402896.85,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,366522.0,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,544659.26,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55403,De Gobiernos y Organismos Gubernamentales,662284.51,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,20888991.57,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,4263318.2,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,11141576.37,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,5340895.81,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,16330037.16,2134,Intereses y Comisiones de Emprestitos Externos,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,7896280.0,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1507.0,19/10/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55402,De Empresas Privadas Financieras,1682074.86,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55403,De Gobiernos y Organismos Gubernamentales,1976362.62,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,3,Préstamos Externos,55404,De Organismos Multilaterales,57964819.11,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55404,De Organismos Multilaterales,1905000.0,2134,Intereses y Comisiones de Emprestitos Externos,2,Aumento,1771.0,26/11/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,351364.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,,,204.0,12/12/18
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,341106.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,,,204.0,12/12/18
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,3658894.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1966.0,19/12/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,3568140.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1771.0,26/11/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,4000000.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,80496.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55510,Devolucion por Liquidacion del Impuesto Sobre la Renta,4000000.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55509,Devoluciones de Impuestos Percibidos en Exceso,3261.5,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55511,Devol. a Exportadores del Imp. a la Trans. de Bienes Mueb. y a la Prest. de Serv,1384950.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55511,Devol. a Exportadores del Imp. a la Trans. de Bienes Mueb. y a la Prest. de Serv,3367047.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,6,Obligaciones Generales del Estado,1,Fondo General,55511,Devol. a Exportadores del Imp. a la Trans. de Bienes Mueb. y a la Prest. de Serv,1605400.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,1125.0,21/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",209.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",484.62,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",186.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",1360.5,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",52.59,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",2683.12,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,175.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,31.31,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,71994.3,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,4048.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,37740.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,654.0,15/05/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,15161.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,654.0,15/05/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55508,Derechos,500.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55508,Derechos,65.0,2135,"Impuestos, Tasas y Derechos",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",2739.34,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",2739.33,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55599,"Impuestos, Tasas y Derechos Diversos",2739.33,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,40000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,40000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,33218.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,30000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,30000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,15000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55507,Tasas,30000.0,2135,"Impuestos, Tasas y Derechos",2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55603,Comisiones y Gastos Bancarios,477.38,2136,"Seguros, Comisiones y Gastos Bancarios",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,55603,Comisiones y Gastos Bancarios,122737.0,2136,"Seguros, Comisiones y Gastos Bancarios",1,Disminución,2029.0,21/12/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,9000.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,9000.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,33000.0,2112,Bienes y Servicios,2,Aumento,1099.0,15/08/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,418650.72,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.45,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,405433.48,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,273184.1,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54399,Servicios Generales y Arrendamientos Diversos,215000.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,4480.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,11965.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,20335.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,13645.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,4480.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54504,Servicios de Contabilidad y Auditoría,27385.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54505,Servicios de Capacitación,10000.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54599,"Consultorías, Estudios e Investigaciones Diversas",28927.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54599,"Consultorías, Estudios e Investigaciones Diversas",56000.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54599,"Consultorías, Estudios e Investigaciones Diversas",496355.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54599,"Consultorías, Estudios e Investigaciones Diversas",40000.0,2112,Bienes y Servicios,2,Aumento,654.0,15/05/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54115,Materiales Informáticos,123421.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,31640.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,15820.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,47460.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54317,Arrendamiento de Bienes Inmuebles,4520.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54305,Servicios de Publicidad,66600.0,2112,Bienes y Servicios,2,Aumento,457.0,09/04/18,,
2018,700,Ramo de Hacienda,1,Conducción Administrativa,1,Fondo General,54305,Servicios de Publicidad,104090.0,2112,Bienes y Servicios,2,Aumento,1421.0,08/10/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,2585169.33,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,10534020.21,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,5466245.64,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,5095700.17,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,2894105.34,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55101,Intereses y Comisiones de Bonos del Estado,6750000.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55101,Intereses y Comisiones de Bonos del Estado,431250.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55101,Intereses y Comisiones de Bonos del Estado,6083566.25,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55101,Intereses y Comisiones de Bonos del Estado,3125000.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55199,Intereses y Comisiones de Títulos Valores Diversos,1289684.39,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,1,Disminución,1882.0,10/12/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,1653945.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,2,Aumento,1665.0,08/11/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55101,Intereses y Comisiones de Bonos del Estado,1896035.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,2,Aumento,1665.0,08/11/18,,
2018,700,Ramo de Hacienda,5,Deuda Pública,1,Fondo General,55102,Intereses y Comisiones de Letras del Tesoro,1024025.0,2131,Intereses y Comisiones de Titulos y Valores en el Mercado Na,2,Aumento,1771.0,26/11/18,,
